compar,Mean,SD
2vs1,0.249994222477228,0.472232992726161
3vs1,0.144321426751173,0.728784388067593
4vs1,-0.0544790498157134,0.591098576745897
5vs1,-0.0534270006829838,0.173407911223336
6vs1,0.557164743742596,1.23790968165213
3vs2,0.416829392785221,1.29303692198094
6vs2,0.542364314504414,1.2355520258408
6vs3,0.133641095254896,1.23233255203959
